#{"t_start": 1575120695.6702447, "env_id": "Taxi-v3"}
r,l,t 
-6,18,544.988348
8,13,545.026117
5,16,545.088613
8,13,545.126377
3,18,545.195384
10,11,545.22664
8,13,545.273511
12,9,545.311277
13,8,545.326905
-14,17,545.389397
7,14,545.442782
9,12,545.474031
8,13,545.527419
6,15,545.574292
5,16,545.627681
-2,14,545.674551
3,18,545.728451
6,15,545.790948
5,16,545.843838
9,12,545.875087
12,9,545.912855
6,15,545.959727
3,18,546.028742
12,9,546.059987
6,15,546.113385
8,13,546.144628
8,13,546.198007
4,17,546.244889
8,13,546.298266
-3,15,546.345149
6,15,546.398524
10,11,546.42978
13,8,546.461028
8,13,546.514414
7,14,546.561286
4,17,546.614673
-7,19,546.677172
10,11,546.714934
8,13,546.761805
4,17,546.815196
-1,13,546.862068
7,14,546.915457
2,19,546.97795
12,9,547.015713
1,20,547.078208
14,7,547.100341
7,14,547.14722
13,8,547.178468
12,9,547.200598
9,12,547.247479
5,16,547.316503
13,8,547.347746
11,10,547.378995
8,13,547.432385
8,13,547.479256
10,11,547.517025
4,17,547.579517
10,11,547.617279
9,12,547.648527
-6,18,547.717546
8,13,547.764415
10,11,547.802177
-1,13,547.849058
10,11,547.880304
4,17,547.940682
7,14,547.987555
6,15,548.049443
13,8,548.065068
8,13,548.118455
9,12,548.149704
5,16,548.218713
8,13,548.249961
6,15,548.303341
11,10,548.334596
8,13,548.381469
6,15,548.43486
3,18,548.503861
11,10,548.535117
6,15,548.581992
2,19,548.651009
9,12,548.704399
9,12,548.751277
3,18,548.804663
-4,16,548.867169
-2,14,548.920554
7,14,548.967427
7,14,549.005197
8,13,549.052101
8,13,549.098972
5,16,549.152362
11,10,549.183609
8,13,549.236997
12,9,549.25262
9,12,549.321638
8,13,549.368505
3,18,549.437526
5,16,549.506524
-4,16,549.569032
8,13,549.622427
5,16,549.669298
12,9,549.707055
-1,13,549.753939
5,16,549.807315
5,16,549.854194
9,12,549.907575
6,15,549.954452
9,12,549.985702
12,9,550.023463
12,9,550.054712
8,13,550.108093
-9,21,550.170594
6,15,550.223333
8,13,550.27021
12,9,550.301454
10,11,550.339724
-4,16,550.386596
3,18,550.45561
-6,18,550.508991
8,13,550.555871
3,18,550.624884
6,15,550.671754
11,10,550.70951
5,16,550.756389
6,15,550.809769
7,14,550.856648
-3,15,550.910027
13,8,550.94128
1,20,551.01029
6,15,551.057169
9,12,551.104041
7,14,551.141808
2,19,551.210814
4,17,551.273317
2,19,551.326705
9,12,551.373577
5,16,551.426966
13,8,551.45822
2,19,551.511599
10,11,551.558477
10,11,551.589728
-1,13,551.643116
8,13,551.689986
-4,16,551.743372
12,9,551.77462
7,14,551.812385
4,17,551.874887
5,16,551.928276
9,12,551.975147
7,14,552.028535
11,10,552.075406
3,18,552.160048
11,10,552.206918
7,14,552.26031
9,12,552.313688
7,14,552.391819
9,12,552.460843
7,14,552.514228
3,18,552.59236
6,15,552.661374
-7,19,552.746017
8,13,552.80851
10,11,552.846285
5,16,552.915286
7,14,552.993413
10,11,553.031188
6,15,553.093681
9,12,553.147072
7,14,553.216082
4,17,553.294215
3,18,553.363226
-1,13,553.432241
5,16,553.494739
5,16,553.563751
2,19,553.648395
7,14,553.717408
5,16,553.779915
5,16,553.839567
8,13,553.880836
9,12,553.917593
11,10,553.959906
5,16,554.033423
-3,15,554.111574
4,17,554.180628
8,13,554.249635
7,14,554.312129
11,10,554.349897
9,12,554.412392
13,8,554.450158
11,10,554.481403
3,18,554.550421
7,14,554.597295
10,11,554.63506
5,16,554.697557
10,11,554.735325
-21,15,554.7822
9,12,554.83559
7,14,554.88246
2,19,554.951473
12,9,554.982717
7,14,555.020473
5,16,555.082979
3,18,555.136364
4,17,555.198859
8,13,555.236629
8,13,555.283503
12,9,555.321254
8,13,555.368133
5,16,555.421513
8,13,555.468395
-1,13,555.515266
3,18,555.568656
10,11,555.615529
4,17,555.66892
-7,19,555.737937
3,18,555.800431
7,14,555.838191
3,18,555.900687
8,13,555.954077
5,16,556.000948
6,15,556.054343
11,10,556.085591
9,12,556.123353
10,11,556.170235
12,9,556.201481
7,14,556.239245
4,17,556.30174
7,14,556.355129
9,12,556.386378
-6,18,556.455395
8,13,556.502269
3,18,556.555654
7,14,556.602525
4,17,556.671538
12,9,556.702783
5,16,556.75617
2,10,556.787417
14,7,556.818669
10,11,556.856438
9,12,556.887689
7,14,556.941076
7,14,556.987948
11,10,557.025704
5,16,557.072588
10,11,557.119461
-16,19,557.172848
11,10,557.204096
8,13,557.257485
5,16,557.304357
9,12,557.357749
6,15,557.404624
11,10,557.44239
9,12,557.473638
9,12,557.52051
8,13,557.558275
9,12,557.605147
8,13,557.642911
11,10,557.689783
4,17,557.743186
0,12,557.790057
-5,17,557.843445
13,8,557.859071
12,9,557.890321
7,14,557.943712
9,12,557.990582
10,11,558.028336
10,11,558.05959
2,19,558.128593
6,15,558.175478
-7,19,558.244495
-9,21,558.306987
3,18,558.375999
4,17,558.429382
10,11,558.476264
6,15,558.523134
3,18,558.576522
5,16,558.629898
8,13,558.676777
5,16,558.74579
6,15,558.79266
8,13,558.830415
5,16,558.908552
-2,14,558.961943
8,13,559.00881
6,15,559.062202
8,13,559.109073
9,12,559.146842
5,16,559.209338
9,12,559.247098
9,12,559.293971
4,17,559.347355
7,14,559.409853
14,7,559.431982
5,16,559.494488
7,14,559.547881
14,7,559.57913
6,15,559.632512
6,15,559.695018
4,17,559.748413
8,13,559.795285
5,16,559.864299
7,14,559.911171
7,14,559.964559
2,19,560.027053
1,11,560.064818
5,16,560.11169
-1,22,560.196328
2,19,560.265345
15,6,560.280967
7,14,560.334349
5,16,560.396855
9,12,560.43461
7,14,560.481493
7,14,560.534872
6,15,560.581755
10,11,560.612997
9,12,560.666397
11,10,560.697639
9,12,560.735397
9,12,560.782277
3,18,560.835656
11,10,560.882536
4,17,560.935915
6,15,560.982795
-3,15,561.051802
7,14,561.098674
3,18,561.167687
10,11,561.214556
8,13,561.267948
7,14,561.314826
11,10,561.352587
3,18,561.415085
4,17,561.468471
14,7,561.49972
8,13,561.553109
9,12,561.584357
6,15,561.653368
6,15,561.70024
10,11,561.73801
13,8,561.769266
10,11,561.816138
5,16,561.869527
8,13,561.916395
6,15,561.969787
9,12,562.016656
4,17,562.070047
5,16,562.13905
5,16,562.185929
6,15,562.239309
6,15,562.301816
8,13,562.339573
8,13,562.386453
7,14,562.439837
8,13,562.486713
7,14,562.540097
0,12,562.571357
5,16,562.633853
2,19,562.702862
10,11,562.740617
9,12,562.787496
6,15,562.840874
11,10,562.872128
8,13,562.918999
11,10,562.956767
4,17,563.019264
9,12,563.057029
-1,13,563.103906
8,13,563.141663
3,18,563.219796
8,13,563.257557
7,14,563.304428
8,13,563.357813
9,12,563.389062
-36,48,563.558345
14,7,563.589594
14,7,563.620842
4,17,563.674228
4,17,563.736724
4,17,563.790113
9,12,563.836985
1,20,563.906002
11,10,563.943756
6,15,564.006271
7,14,564.059653
-17,20,564.122149
9,12,564.175535
8,13,564.222409
8,13,564.26017
14,7,564.291422
7,14,564.344803
7,14,564.391682
5,16,564.445067
11,10,564.491946
3,18,564.560957
7,14,564.60783
8,13,564.645588
11,10,564.676842
5,16,564.745847
7,14,564.792725
6,15,564.846117
5,16,564.892997
5,16,564.946378
11,10,564.993261
11,10,565.024506
13,8,565.062279
-5,17,565.109154
2,19,565.178164
11,10,565.225036
-8,20,565.294046
-1,13,565.340917
6,15,565.394308
6,15,565.447694
5,16,565.494573
7,14,565.547953
3,18,565.610459
11,10,565.648213
9,12,565.695101
-5,17,565.748471
14,7,565.779726
4,17,565.842227
8,13,565.879991
10,11,565.911237
7,14,565.964624
13,8,565.995876
9,12,566.02712
8,13,566.080508
6,15,566.127382
7,14,566.180769
9,12,566.227642
6,15,566.265404
9,12,566.312276
9,12,566.35003
10,11,566.396909
7,14,566.450299
4,17,566.512801
4,17,566.566193
6,15,566.62869
7,14,566.682094
3,18,566.751105
7,14,566.797987
8,13,566.844862
-3,15,566.882625
11,10,566.929497
-5,17,566.982882
5,16,567.045379
-4,16,567.098771
7,14,567.152151
9,12,567.183406
13,8,567.214656
14,7,567.245902
7,14,567.283666
3,18,567.352671
6,15,567.39955
5,16,567.452932
4,17,567.515437
10,11,567.553203
7,14,567.600092
15,6,567.631341
11,10,567.669103
3,18,567.731598
11,10,567.769374
1,20,567.831871
11,10,567.869634
11,10,567.900884
9,12,567.95525
9,12,568.004248
9,12,568.054138
8,13,568.116643
11,10,568.154406
8,13,568.216913
9,12,568.270304
6,15,568.348422
4,17,568.417437
10,11,568.486457
9,12,568.548952
6,15,568.617968
10,11,568.655723
7,14,568.749474
5,16,568.834111
7,14,568.903122
8,13,568.956506
1,20,569.072416
10,11,569.134917
9,12,569.188304
4,17,569.257306
7,14,569.319812
7,14,569.388829
7,14,569.451326
5,16,569.520347
7,14,569.573737
6,15,569.636233
4,17,569.720874
4,17,569.789891
11,10,569.821141
10,11,569.879304
10,11,569.915899
9,12,569.959154
4,17,570.010462
11,10,570.059352
6,15,570.106232
4,17,570.17525
11,10,570.222116
6,15,570.291135
9,12,570.338007
10,11,570.391418
9,12,570.438295
7,14,570.49168
7,14,570.554181
8,13,570.59195
-6,18,570.660956
11,10,570.707858
9,12,570.761216
8,13,570.808095
9,12,570.839344
12,9,570.87711
5,16,570.939603
12,9,570.961735
9,12,571.008621
13,8,571.039865
4,17,571.093255
6,15,571.140125
11,10,571.177893
0,12,571.224764
5,16,571.278151
-1,13,571.325023
-3,15,571.37841
7,14,571.425282
6,15,571.478702
11,10,571.525572
7,14,571.563334
4,17,571.625838
8,13,571.679231
4,17,571.726103
-5,17,571.795113
6,15,571.864124
7,14,571.91101
5,16,571.980027
6,15,572.026901
13,8,572.064656
9,12,572.095911
3,18,572.164912
6,15,572.211793
5,16,572.265173
10,11,572.296429
10,11,572.343301
7,14,572.381069
-7,19,572.459188
4,17,572.512583
6,15,572.565961
9,12,572.612841
12,9,572.64409
12,9,572.66623
7,14,572.71311
6,15,572.766489
6,15,572.828997
10,11,572.866752
8,13,572.898007
-4,16,572.958474
7,14,572.998238
5,16,573.067241
2,19,573.129746
7,14,573.167504
11,10,573.214386
9,12,573.245634
8,13,573.299025
3,18,573.345897
10,11,573.383664
6,15,573.446156
5,16,573.499553
7,14,573.546426
8,13,573.599811
8,13,573.646686
7,14,573.684444
10,11,573.731316
5,16,573.784708
13,8,573.815957
11,10,573.847207
9,12,573.884974
5,16,573.931846
-6,18,574.000857
5,16,574.047731
10,11,574.10112
4,17,574.170164
7,14,574.21705
9,12,574.270425
6,15,574.317302
8,13,574.364176
3,18,574.417565
5,16,574.486576
3,18,574.549073
8,13,574.602466
5,16,574.671497
-4,16,574.718378
6,15,574.771756
4,17,574.834258
9,12,574.872013
7,14,574.918893
6,15,574.972271
3,18,575.034777
11,10,575.072531
-5,17,575.119412
5,16,575.172791
9,12,575.219673
11,10,575.250926
8,13,575.319932
5,16,575.373313
5,16,575.451443
7,14,575.520459
9,12,575.57384
-3,15,575.620719
7,14,575.674102
12,9,575.705356
5,16,575.774369
11,10,575.805623
4,17,575.868124
9,12,575.905889
11,10,575.937134
6,15,575.99052
14,7,576.006145
5,16,576.075151
10,11,576.106406
9,12,576.137654
6,15,576.191045
3,18,576.253544
4,17,576.338181
6,15,576.391574
7,14,576.454066
8,13,576.491827
8,13,576.576462
11,10,576.623343
7,14,576.692357
6,15,576.754853
9,12,576.823867
3,18,576.908506
4,17,576.977509
6,15,577.055637
5,16,577.124696
10,11,577.178077
2,19,577.27183
5,16,577.340842
6,15,577.409855
3,18,577.494496
9,12,577.55699
7,14,577.610385
4,17,577.695023
12,9,577.7424
9,12,577.779668
4,17,577.857798
9,12,577.911196
6,15,577.980197
2,19,578.042701
8,13,578.080458
11,10,578.127339
5,16,578.18072
10,11,578.211977
13,8,578.24323
5,16,578.296617
7,14,578.343489
9,12,578.381244
6,15,578.443748
9,12,578.481504
7,14,578.528388
-4,16,578.58177
4,17,578.644273
9,12,578.682031
7,14,578.728911
10,11,578.775782
6,15,578.81355
-1,13,578.860423
10,11,578.898188
11,10,578.929435
9,12,578.982817
11,10,579.014074
10,11,579.045323
8,13,579.083077
6,15,579.145582
7,14,579.183337
5,16,579.261464
14,7,579.2836
4,17,579.346103
13,8,579.361726
7,14,579.430743
10,11,579.461992
8,13,579.515379
4,17,579.577878
5,16,579.631265
9,12,579.67814
11,10,579.715909
11,10,579.747156
10,11,579.78491
4,17,579.831789
9,12,579.885169
-6,18,579.947672
10,11,579.985428
8,13,580.03231
3,18,580.08569
-5,17,580.148194
9,12,580.185955
9,12,580.23284
6,15,580.286227
-4,16,580.33311
8,13,580.386499
6,15,580.433386
11,10,580.464631
8,13,580.518018
7,14,580.564888
5,16,580.618278
11,10,580.649527
-8,20,580.718543
7,14,580.765413
15,6,580.787544
6,15,580.834423
3,18,580.903433
10,11,580.93468
13,8,580.965928
7,14,581.019316
7,14,581.066188
7,14,581.103957
12,9,581.135205
11,10,581.182077
6,15,581.219839
13,8,581.251086
8,13,581.288845
6,15,581.351351
6,15,581.420365
11,10,581.482862
12,9,581.536258
-6,18,581.636519
10,11,581.689904
-4,16,581.783659
13,8,581.821426
3,18,581.906056
6,15,581.952929
4,17,582.006315
6,15,582.068812
3,18,582.13782
2,19,582.191203
7,14,582.253706
6,15,582.322721
7,14,582.369593
7,14,582.419842
10,11,582.455261
-2,14,582.507652
8,13,582.538903
-2,14,582.592282
9,12,582.639161
-1,13,582.692549
9,12,582.755059
7,14,582.839701
6,15,582.924347
2,19,583.024302
6,15,583.093309
8,13,583.155812
7,14,583.224828
8,13,583.2717
9,12,583.325093
4,17,583.371965
5,16,583.42535
12,9,583.456599
6,15,583.509985
10,11,583.556858
5,16,583.610243
6,15,583.657115
10,11,583.694874
-6,18,583.75738
7,14,583.810773
4,17,583.873268
6,15,583.942287
9,12,583.989155
10,11,584.026924
12,9,584.073792
10,11,584.127184
13,8,584.158432
10,11,584.22746
8,13,584.296465
-5,17,584.374595
3,18,584.47486
9,12,584.543886
12,9,584.597276
8,13,584.659791
5,16,584.760044
4,17,584.875956
9,12,584.929322
5,16,585.013961
8,13,585.076458
9,12,585.129843
8,13,585.19885
9,12,585.245733
3,18,585.330369
6,15,585.399381
9,12,585.47751
8,13,585.54653
12,9,585.593402
8,13,585.646791
12,9,585.678038
3,18,585.76269
7,14,585.831707
10,11,585.878579
9,12,585.931967
4,17,586.032238
8,13,586.101219
5,16,586.176273
7,14,586.248411
8,13,586.301796
1,11,586.34868
11,10,586.395553
8,13,586.448952
6,15,586.517969
3,18,586.59609
8,13,586.649487
6,15,586.718501
4,17,586.780996
6,15,586.834384
-7,19,586.903389
9,12,586.934645
11,10,586.965896
2,19,587.034911
3,18,587.103915
7,14,587.150794
-12,24,587.235433
9,12,587.282304
13,8,587.304443
11,10,587.335707
7,14,587.38257
8,13,587.43596
8,13,587.482831
10,11,587.520599
9,12,587.551847
5,16,587.605231
7,14,587.652115
3,18,587.721126
4,17,587.783621
7,14,587.837013
5,16,587.883884
7,14,587.937273
10,11,587.968522
12,9,588.006276
7,14,588.053155
6,15,588.106542
8,13,588.153422
8,13,588.206804
5,16,588.253683
7,14,588.307063
8,13,588.353943
4,17,588.407322
-4,16,588.469834
3,9,588.507591
6,15,588.554475
5,16,588.607861
6,15,588.654746
6,15,588.708125
7,14,588.755005
0,12,588.808384
10,11,588.83964
5,16,588.902136
9,12,588.939897
8,13,588.986768
11,10,589.008904
4,17,589.071409
-1,13,589.124805
8,13,589.156052
11,10,589.202924
5,16,589.256314
7,14,589.303188
3,18,589.356579
3,18,589.425594
7,14,589.472467
0,12,589.525858
9,12,589.572728
9,12,589.641757
12,9,589.673001
11,10,589.71076
10,11,589.757641
11,10,589.788888
2,19,589.857901
7,14,589.904773
6,15,589.958162
5,16,590.011546
4,17,590.07405
-2,14,590.111807
3,18,590.189938
8,13,590.243327
9,12,590.290202
6,15,590.343589
-4,16,590.406085
14,7,590.428223
9,12,590.459471
11,10,590.506347
12,9,590.54411
10,11,590.575358
10,11,590.613116
4,17,590.67562
6,15,590.744659
9,12,590.791527
8,13,590.829299
12,9,590.860547
8,13,590.91393
6,15,590.960808
8,13,591.007684
10,11,591.029824
10,11,591.076698
9,12,591.114452
4,17,591.176955
1,20,591.245972
11,10,591.277221
2,19,591.34624
6,15,591.393111
5,16,591.446501
11,10,591.493375
11,10,591.515504
5,16,591.578005
3,18,591.631399
8,13,591.678263
4,17,591.747277
-3,15,591.79415
4,17,591.847533
5,16,591.910028
1,20,591.979041
5,16,592.032428
-5,17,592.079299
7,14,592.132689
-6,18,592.195184
4,17,592.248575
-4,25,592.348839
5,16,592.395711
9,12,592.43348
7,14,592.48035
5,16,592.533741
6,15,592.596235
6,15,592.649625
8,13,592.680873
4,17,592.749885
7,14,592.796757
9,12,592.834521
9,12,592.881392
11,10,592.919148
4,17,592.969693
6,15,593.019066
9,12,593.065945
4,17,593.11933
8,13,593.166209
10,11,593.197456
7,14,593.250847
7,14,593.297722
4,17,593.351112
9,12,593.397984
9,12,593.435749
10,11,593.48262
